	B_cell	CD4+_T_cell	CD8+_T_cell	Endothelial_cell	Epithelial_cell	Fibroblast	Macrophage	Mast_cell	Myeloid_cell	NK_cell	Plasma_cell
PIFO	0	4.79885890722754e-05	0	0	0.000393406892635024	0.00133297534723066	0	0	0	0	0
OVGP1	0	0	0	0.000642874402300079	0.000929870837137329	8.33109592019165e-05	0	0	0	0	0
WDR77	0.0472993865142699	0.0309780415121512	0.0315323091382328	0.0540573268300885	0.0596158041176753	0.0446971439768149	0.0416735584627567	0.0546453168900899	0.0283577682033328	0.0480587965165108	0.0103366965383865
C1orf162	0.0839261293066264	0.0379750127941092	0.0272711535138702	0.00967714498463544	0.00576213374635194	0.0112769214519572	0.490036043574093	0.270417247273854	0.404078258069929	0.0549040011292924	0.00239328312090235
ADORA3	0	0	0	0	0	0.000333243836807666	0.0364056487784274	0.000706332045407553	0	0	0
RAP1A	0.218336007943469	0.343827669309553	0.265066276401188	0.302006650845989	0.104461325560898	0.177818588752045	0.380451700196309	0.242912608300771	0.320758715852095	0.257763003585209	0.0539230828472521
LINC01160	0	0	0	0	0	0	0	0	0	0	0.000263070597973286
DDX20	0.0352712500769574	0.0276387573410944	0.028446282329061	0.0248368000155307	0.0109324091746251	0.0209739411615758	0.0131512460394783	0.024193023288342	0.0141371180213091	0.0294009365992057	0.00620780679151499
KCND3	0	0	0	0.000257149760920032	0.000715285259336407	0.000666487673615332	0	0	0	0	0
CTTNBP2NL	0.00387579501543248	0.00613077679831609	0.00264833095175671	0.132369902256035	0.0223985932683596	0.0434757928185112	0.0414374438267982	0.0192086911458776	0.0300256196925757	0.00248949731345286	0.00149073338851528
WNT2B	0.00217044520864219	0.00134368049402371	0.0011755563014754	0.022930024895378	0.00239620561877696	0.0688780008559884	0.007462250795224	0.00282532818163021	0.00422470814675455	0.000711284946700816	0.000657676494933214
ST7L	0.0192502870554886	0.0222794061098026	0.0219836689087856	0.0312655440385315	0.0217008405446814	0.0425797928245973	0.0242544537910251	0.0207190733319549	0.0166967664038679	0.0200199972629097	0.0116520495282529
CAPZA1	0.311659201811277	0.271946044383731	0.285084529965937	0.171822154475385	0.130119066423382	0.177216369232849	0.330691929830053	0.251660669381168	0.298836937323882	0.318821664347645	0.0601722953072344
MOV10	0.0111242894125521	0.0297104211322696	0.0307715268157108	0.0653817928667782	0.0523921221900281	0.0353600526037556	0.0284364213950833	0.0248816528877105	0.0198140830368844	0.0280219529132939	0.00951438662670049
RHOC	0.04781788892061	0.12727655304083	0.147379700774917	0.954516985040014	0.396607545731109	0.799628114853646	0.260244421067695	0.193579338888722	0.195879085364426	0.367540527231924	0.0165786013882165
PPM1J	0	0	0	0	0.000214585577800922	0	0.000227559809770172	0	0.00228478675091865	0	4.38450996622143e-05
SLC16A1	0.0450184762977439	0.0769727929575008	0.0646963424126527	0.051030129708803	0.0917668412485109	0.141639447532505	0.0494866300245135	0.0296928542182231	0.0277786265284254	0.0505256093912412	0.0389380913410642
SLC16A1-AS1	0.013487766653705	0.0125250217478639	0.0104624510831311	0.0189223555143699	0.00894106574170509	0.0196063886421755	0.00750947372241569	0.00753420848434723	0.00713995859662078	0.00764631317703377	0.0109869226546963
LRIG2	0.0157488996521276	0.0139493086752291	0.0163993934411796	0.0228548134117742	0.0170332546316861	0.017995167187614	0.010581531154313	0.0169519690897813	0.0105078717117808	0.0162119488113421	0.00829417421478184
MAGI3	0.00248050880987679	0.00471103619015031	0.00341577182115279	0.0317701763370105	0.0332446304067858	0.0140103977607845	0.00227559809770172	0.0105949806811133	0.00214198757898623	0.00177821236675204	0.0135191914532087
PHTF1	0.03099470367051	0.0456526635199956	0.0580387957241264	0.059928075157754	0.0195279867715344	0.048947631626086	0.0247010185843771	0.0842981632837015	0.0324532056154267	0.0883408107443904	0.0255071724057482
RSBN1	0.124234359691596	0.185862079412099	0.168423384649534	0.0914635464901811	0.0641289501112567	0.0646495553181361	0.0432322578263948	0.119097673077557	0.0510362098540067	0.140585025158731	0.0331587136513146
PTPN22	0.12495203142759	0.265720866516185	0.426060106993969	0.0182845083921212	0.035576488975025	0.0115883872787391	0.0394864462816509	0.0856092156308156	0.0449852283580347	0.514627175379155	0.0265571581349175
AP4B1-AS1	0	0	0	0	0	0	0	0	0	0	0
BCL2L15	0.00170534980679029	0.00148764626124054	0.00199844571250818	0.00270007248966033	0.0492859511348804	0.000416554796009582	0.000682679429310517	0.00235444015135851	0.000571196687729662	0.00231167607677765	0.00175380398648857
AP4B1	0.0321062700537746	0.0455847578669209	0.0576039089616287	0.0285121081520149	0.0218708955916864	0.0200433639954922	0.016678423090916	0.0265474634397006	0.0156486419013478	0.0615735000146985	0.0129930502572621
DCLRE1B	0.00511604942037088	0.0101255922942501	0.0145214495966583	0.0123431885241615	0.00536463944502305	0.0127953105449255	0.022414641262362	0.0100263745555794	0.0131375238177822	0.0145813414073667	0.00149073338851528
HIPK1	0.0415287453473329	0.10398741334428	0.108969621878375	0.0999278498466419	0.0427737407681141	0.0650704812252239	0.0610399251399733	0.0947876959416916	0.084119879168381	0.121631086783256	0.0141189792633108
OLFML3	0.000465095401851898	0.00062385165793958	0.00113637109142622	0.00903427058233536	0.00527862549017513	0.546891509165605	0.0724585698105135	0.000941776060543404	0.00335461716931383	0.00160039113007684	0.000526141195946571
TRIM33	0.0478815134848457	0.0444203309489195	0.0516418741064643	0.0648697976521165	0.0370333179560371	0.0362073188106374	0.0411799559873508	0.0565069469591599	0.0537545473828532	0.0691021349919819	0.0163252778315904
BCAS2	0.456401010804653	0.356929545650208	0.360030036883904	0.0904544912260702	0.0890700860682845	0.0907422134476813	0.144220582938422	0.224321794339122	0.154568825983588	0.323970611541611	0.2668726531501
DENND2C	0.00434089041728438	0.00244741804268604	0.00282133512354096	0.0103612019204051	0.012425100987572	0.00433216987849966	0.00159291866839121	0.00682787643893968	0.000999594203526909	0.00302296102347847	0.0242828062184789
AMPD1	0.000465095401851898	0.000239942945361377	0.000375588768904272	0.000589511005443878	0.000664677486104287	0.000499865755211499	0.000341339714655259	0.0010795019804171	0.000713995859662078	0.000177821236675204	0.0759247298749479
NRAS	0.0767298042992145	0.0565383524807111	0.0687580828484732	0.104451913723821	0.0496019677415639	0.0492683475780045	0.0646165495167278	0.0504342329287505	0.065601725391113	0.0823486146141987	0.0257238870886287
CSDE1	0.366967514639704	0.378460701324654	0.341359548897898	0.406997672521355	0.228845131809829	0.365280523674535	0.348565809898542	0.413755413259649	0.342178789338495	0.351217013697328	0.229250388298984
SIKE1	0.0577396717527408	0.06740211514835	0.081170371493759	0.0710489328342742	0.0445679729310713	0.0645708795714054	0.0484296897482305	0.0457430550720725	0.0425354715364574	0.0861165532649923	0.0261987328062898
TSPAN2	0.00186038160740759	0.00903455552585457	0.00927805606813783	0.0382770641493354	0.0062500379791845	0.131605720343565	0.00091023923908069	0.012793992466559	0.00633169386401944	0.0173090925052918	0.00162971906612527
VANGL1	0.000620127202469197	0.00588267939188739	0.00815718223710357	0.0549039875964524	0.0168868093627754	0.0296037037464054	0.00682679429310517	0.00612154439353213	0.00542636853343179	0.0112329541844364	0.00157842358783971
SLC22A15	0.000155031800617299	4.79885890722754e-05	3.918521004918e-05	0.000128574880460016	0.000357642629668204	0.000583176714413415	0.00182047847816138	0	0.000571196687729662	0	8.76901993244285e-05
ATP1A1	0.245141229657901	0.302171687998613	0.331002832015191	0.428090676153041	0.363942289258256	0.208363327413373	0.263385531203687	0.190721446952571	0.416193419836416	0.247176861687575	0.0619623724292953
CD58	0.0807492270696908	0.145464056212244	0.150710060266815	0.0966998299959657	0.0465513657434528	0.0426161343653677	0.17610051139956	0.127208543572838	0.179377592141811	0.163642221911327	0.00836037045031407
IGSF3	0	0	0	0	0.00214585577800922	0.000333243836807666	0	0	0.000142799171932416	0.000177821236675204	4.38450996622143e-05
CD2	0.0515670907244355	0.698081401457042	0.660175812669776	0.0346280568592616	0.055342889716352	0.0179927235594315	0.0254106592082175	0.0331136968364931	0.0416228986929688	0.324023231888779	0.0152865280905335
PTGFRN	0.000620127202469197	0.00153563485031281	0.0011755563014754	0.0485504550570554	0.02238912780888	0.0570287946686719	0.015787517902337	0.00141266409081511	0.00771115528435044	0.00106692742005122	0.000482296096284357
CD101	0.0010852226043211	0.00844599167672046	0.02208419513615	0.000771449282760095	0.0015736275705401	0.000249932877605749	0.00411541062636481	0.000235444015135851	0.00742555694048561	0.0295183252880839	0.000394605896959928
TTF2	0.0180363764294937	0.0225682758215679	0.0247503215618854	0.0110574397195614	0.0229289799704257	0.00887969546243538	0.0216096271019781	0.0196218689054987	0.0226350646138114	0.0224659083688727	0.0082759768542624
TRIM45	0.000155031800617299	0	0	0.000128574880460016	0.000178821314834102	8.33109592019165e-05	0	0	0	0	4.38450996622143e-05
MAN1A2	0.0571927665483911	0.0765429911890933	0.079694404462162	0.137027986959421	0.0736623578802728	0.117208278335512	0.0444730575558173	0.0746945556793656	0.0710901526608098	0.104824952203219	0.0953626415317864
GDAP2	0.0273119406875882	0.0317657760013101	0.0367868395938578	0.027922597146571	0.020824266506169	0.024208911955588	0.0352825497386902	0.0395368920967839	0.0338084018862611	0.0416270157223049	0.0145276287454396
WDR3	0.0141985816459546	0.0112936273541194	0.0141103879267397	0.0257368241787508	0.016118227304814	0.0224735384272103	0.0121272268955125	0.0150684169686945	0.0101387412072015	0.0126253078039395	0.00588269373336005
WARS2	0.0261887178513737	0.0311826966487071	0.0336520227899234	0.0198005315908424	0.0246031821235996	0.0313957037342333	0.0157016268741419	0.0228380694681775	0.0189330228557934	0.034691987491972	0.0120359084433167
PHGDH	0.00573617662284008	0.00172758920660191	0.0107375136246709	0.00328958349510421	0.0454783970554899	0.147114590509056	0.00855282691688317	0.0107727144255985	0.00385557764217522	0.00472737090884216	0.0617228458774431
HMGCS2	0.00263554061049409	0.00261945533497267	0.00160659361201638	0.0023895593318841	0.144982656454904	0.000749798632817248	0.000796459334195604	0.000470888030271702	0.00202345355655039	0.00234189235067616	0.0020243249630852
REG4	0.017867414525012	0.0240471385392221	0.0283428096995376	0.0153605312384392	0.551730916788176	0.0122528464823607	0.0185459490513889	0.0437504987570606	0.0225863141231804	0.0594913575553659	0.0382661095347816
NOTCH2	0.052792874419756	0.0419758172615297	0.031082062258265	0.00578586962070071	0.0188423885327286	0.0877314618681655	0.0902687275632776	0.0594119074634575	0.174643118159091	0.0385302522174381	0.012229486202485
PPIAL4G	0	0	0	0	0	0	0	0	0	0	0
LINC00623	0.0314861428513054	0.0541077478351151	0.0761091147339643	0.00729725287611231	0.02115561033235	0.0466763220789811	0.0217985188107449	0.0389859884172891	0.0199568822088168	0.075225335927043	0.0157188968149427
NBPF9	0.0144179574574088	0.00743823130620268	0.00423200268531144	0.0239149277655629	0.00962058673807467	0.0269927507814209	0.0149051675399463	0.0120076447719284	0.0218482733056596	0.00551245833693132	0.00710290614527871
PDE4DIP	0.0401332067344008	0.0687139879416716	0.0705542025288841	0.0237695320784066	0.0464030470964398	0.12898998638413	0.346833399506022	0.0839073111822622	0.281702606898889	0.0408491706185196	0.03414637138336
NOTCH2NL	0.0218478274340893	0.0276749833272315	0.0210594871991928	0.0032143720115004	0.0215396099933255	0.0468428083587576	0.0510808468653406	0.0611400312186316	0.0597413758917899	0.027696526713842	0.0155360660376705
NBPF10	0.0113173214450629	0.0066504968170438	0.00615207797772126	0.00192862320690024	0.00557922502282398	0.0161764827000343	0.018043781949537	0.0117722007567925	0.0367236523361274	0.00729067070368337	0.00517372176014128
TXNIP	0.556844058402375	0.597477350762781	0.558666291647574	0.566778654650343	0.193525741179655	0.455669508863946	0.846377601140311	0.39394014601941	0.392294798153307	0.645336162456782	0.298223647549419
POLR3GL	0.115912538197055	0.165035977103874	0.164863904670615	0.129092468295365	0.0641832056139152	0.131487651778685	0.111234315612985	0.192752734601117	0.0551881225522715	0.185252094427221	0.0393936683734213
ANKRD34A	0	4.79885890722754e-05	3.918521004918e-05	0	0	0.000416554796009582	0	0	0	0	0
LIX1L	0.0494262367841562	0.0741459074859542	0.0776784732166178	0.143461339596778	0.0119892029112725	0.11526829231818	0.0498508263602315	0.066462511730583	0.0398572891314628	0.0669049068906386	0.0150248255989706
RBM8A	0.750074831305934	0.672491333009335	0.726612285451782	0.490995342087685	0.321083556103087	0.357499538393515	0.323404704687182	0.694278696872802	0.474374280123803	0.722702976815671	0.120494608249666
PEX11B	0.0331008048683153	0.0346966880765867	0.03484602258963	0.0472525253890686	0.0422538364573811	0.061832517072658	0.0410381019606379	0.0451475406354328	0.0183618261680637	0.0420262444031452	0.0163691229312526
ITGA10	0	4.79885890722754e-05	3.918521004918e-05	0.0143373559913046	0.000250349840767742	0.00326328402373729	0	0	0.000142799171932416	0	0
ANKRD35	0.0010852226043211	0.0109214812444763	0.018064381832672	0.00347152177242043	0.00207432725207558	0.0609239891938548	0.0058027751491394	0.0124785328022001	0.00142799171932416	0.01742648119417	0.000876901993244285
PIAS3	0.0165504024341576	0.0207555338624249	0.0246941069490531	0.0527497299387407	0.0194888925193443	0.0657418682127034	0.012307563778091	0.0199150231912852	0.015303776546265	0.0352556674758961	0.00886416051039062
NUDT17	0	9.59771781445507e-05	0	0.000257149760920032	0.000393406892635024	0.000416554796009582	0	0	0	0	0.000219225498311071
POLR3C	0.0503855876079987	0.0431517723917062	0.0477173330309353	0.02701290575999	0.026829973659202	0.0361506923511872	0.0396340750010134	0.0480528844662861	0.0278351018145963	0.0654117647401646	0.0145822208269979
RNF115	0.0803013450521234	0.107697389574526	0.153018757588044	0.116613791969208	0.0570803811382728	0.0916094932959881	0.0742000964959156	0.128350742082995	0.0746279218224459	0.18384786175696	0.0420938671919592
CD160	0.00210610119780529	0.00351132146334342	0.0272088103314734	0.00123238540774396	0.00291180703839777	0.00104846529745523	0.00113779904885086	0.00164810810595096	0.000142799171932416	0.151286877324841	0.00113997259121757
PDZK1	0	0	0	0	0.00526950114099503	0	0	0	0.000285598343864831	0	0
GPR89A	0.0308660156488362	0.0318219190514497	0.0382795898847614	0.0322844758588506	0.0233399193987189	0.0319709877762288	0.0204803828793155	0.021798575312372	0.0166725012543713	0.0473910977772998	0.019259602905686
NBPF11	0.0261887178513737	0.0154731809226068	0.0168274845138813	0.0199509545580501	0.0194389257099426	0.0173774133010309	0.0159485207344138	0.0237621430826819	0.0124477931076167	0.0254150669109628	0.00731138466169368
NBPF12	0.0351572493812772	0.0251478970285356	0.0292662255022545	0.0221900909227265	0.0296624298016985	0.0280774219810192	0.0298017802537043	0.0243307492082157	0.0330001371536598	0.0397314146666747	0.011662796510149
PRKAB2	0.00793296561042576	0.0108535755914016	0.0133925031233017	0.0234758397273267	0.0215787042455156	0.0441768576642962	0.0150189474448314	0.0218962934076341	0.0105914038724953	0.0137224514978892	0.00462938320367527
FMO5	0.00403082681604978	0.00163161202845736	0.00407526184511472	0.00611823086522456	0.0369216312861016	0.00508196851131691	0.0109228708689683	0.0234466834183229	0.00656876190889112	0.0088910618337602	0.00201687458446186
CHD1L	0.046886978670305	0.0271027284002321	0.0377236361234694	0.0411124464370965	0.050253634296547	0.0426835243411063	0.0356238894533454	0.0528017725936146	0.0297507580609356	0.0504442750746768	0.00700446896405818
BCL9	0.00372076321481518	0.0038870757148543	0.00403607663506554	0.0194148069494624	0.0122522986873541	0.0129131986762971	0.00318583733678241	0.0138911968930152	0.00485517184570213	0.00586810081028173	0.00868132973311842
ACP6	0.00458661000768208	0.0293401513772898	0.0168637234860912	0.00586108110430453	0.020260804566529	0.00821320778882005	0.00677957136591348	0.00555293826799827	0.00465310566255179	0.0185236248881197	0.00480476360232413
GPR89B	0.0419112737245578	0.0409678225002518	0.0550923432094464	0.029281462460444	0.0317027379183387	0.0280821928321178	0.0169532058278778	0.0383596720211046	0.0140185839988733	0.0590235701534486	0.0327423996378558
NBPF14	0.043786342657959	0.021803206491201	0.0179602070937389	0.00822879234944101	0.019569187313107	0.0538221371043848	0.0707004378308922	0.0700915067263273	0.13324186251949	0.0284952735863947	0.0287161008475554
NBPF20	0.000155031800617299	0	7.837042009836e-05	0.000642874402300079	0.000464935418568665	0.000833109592019165	0.000341339714655259	0	0	0	0.000175380398648857
NBPF15	0.0405686750768891	0.0250908158010643	0.0138456962411088	0.0672059935871444	0.0162342863615436	0.0712341275775853	0.022861206055714	0.0239575792732062	0.0226943316250293	0.00952854429907267	0.0164824608697198
FCGR1A	0.000620127202469197	0.000335920123505928	0.000728255659346892	0.00195047129364785	0.00098655585280567	0.00912200694487794	0.428262489061711	0.00188355212108681	0.0930333923136854	0.00106692742005122	0.000569986295608785
HIST2H2BF	0.00939259582681836	0.0089304238866427	0.0113635866944878	0.00832585191979244	0.0412484046829621	0.0112061383776444	0.0239711162278749	0.00863179623735904	0.0142341786192955	0.00757251069564543	0.0579696324898628
HIST2H3D	0	4.79885890722754e-05	3.918521004918e-05	0.000128574880460016	0.00315940962595263	0.000333243836807666	0.000568899524425431	0	0.000142799171932416	0	0.000482296096284357
HIST2H4A	0	0	0	0	3.57642629668204e-05	0	0.000113779904885086	0	0	0	0.0003069156976355
HIST2H2AA3	0.00170534980679029	0.00403104148207113	0.00366714641303539	0.00598965598476454	0.00559137950769642	0.00416554796009583	0.0128571292520147	0.00706332045407553	0.0144469815146706	0.00284513978680326	0.0114402744085652
HIST2H2BE	0.00381145100459558	0.00482693043229733	0.00596281047434949	0.0170155803942173	0.0321362935635014	0.0107958475240795	0.0203666029744304	0.00804510433923048	0.0174107622635299	0.00800195565038418	0.0175612481728336
HIST2H2AC	0.0146636770478065	0.014093274442446	0.0198182390951041	0.0116469507250052	0.020580693099488	0.011295713279291	0.0131040231122866	0.00918231659029819	0.0148161120192499	0.0217244071482734	0.0163219812283176
HIST2H2AB	0.000155031800617299	9.59771781445507e-05	0.000767440869396072	0.000460936124983862	0.00133543221464479	0.000166621918403833	0.000863016311888999	0.000235444015135851	0	0.000177821236675204	0.000482296096284357
BOLA1	0.00573617662284008	0.0113615330071941	0.0106162456854885	0.0392056713169439	0.0345227366419317	0.0432117033260429	0.0172945455425331	0.0148329729535586	0.00713995859662078	0.0113805591472131	0.0133397286634448
SV2A	0	0.000143965767216826	0.00027429647034426	0.00102859904368013	0.000214585577800922	0.00191615206164408	0	0.000235444015135851	0.000142799171932416	0.000355642473350408	0
SF3B4	0.192433321340829	0.197809106182437	0.231552704001904	0.131758721167738	0.13296233427258	0.165487888597025	0.119012426889437	0.167398603007896	0.152572447035799	0.258081202776716	0.0365206713559006
MTMR11	0.000930190803703796	0.00191954356289101	0.00119847817993705	0.0210766131720816	0.0528368942753658	0.0261188000747875	0.00811704134784453	0.00319849811663976	0.049354829927492	0.00177821236675204	0.00151638112765806
OTUD7B	0.00465095401851898	0.00961402673658971	0.011697168235278	0.0318453878206144	0.03920311800363	0.0244384242758866	0.0032996172416675	0.017089695009655	0.0037963106309573	0.0184196061328329	0.00601422903234669
VPS45	0.0122475122487666	0.0159286034301276	0.0190935681498596	0.0340311607884346	0.0232238603419894	0.0394485535470941	0.0305316826102065	0.0178937451503247	0.0160177724059271	0.0239622807436627	0.00788882133592581
PLEKHO1	0.0624286260031532	0.0317697514083488	0.0487233131342271	0.15234961617651	0.0112529968992346	0.0965517753661017	0.148320947434048	0.00940005815939497	0.133101587786291	0.073293680499099	0.0221509400521972
ANP32E	0.0999533931281325	0.129559916779609	0.149982149441094	0.0952239426664775	0.0676221771063649	0.0831527522106342	0.0852344951476804	0.133392401169555	0.0698751963282863	0.136404487893506	0.0296708032303059
APH1A	0.224709071467264	0.167154757743995	0.183381255707968	0.214489021013894	0.219261567145452	0.225360812926808	0.288363663986566	0.1828401899116	0.166107075898619	0.21423459431358	0.0479997692332671
C1orf54	0.00863212414972546	0.0094565665792332	0.00752509247183369	0.511209394700205	0.0098386682741281	0.110485919642087	0.384546824661513	0.00606383412288151	0.0852675568946853	0.00866965438959516	0.00379302970682045
MRPS21	0.23730666680817	0.265045322974073	0.257222858358439	0.411690242395146	0.318172631127162	0.47696136706204	0.246484764126956	0.375503818192406	0.195660186941431	0.245778987492642	0.107836622122431
PRPF3	0.0535270023179054	0.0440545410759338	0.0474119877903303	0.0571746392712375	0.0400979324838819	0.0408789964683893	0.0320967124019077	0.0428908185793364	0.0486137771932863	0.0615296242963364	0.0131609802772876
RPRD2	0.0475950151968873	0.0481788897716133	0.0461787389831083	0.0523640052973607	0.0368655872342637	0.0383655110774692	0.0303706797781297	0.0423622202784141	0.0254317810412418	0.0471830602667261	0.0161060523332793
TARS2	0.02284236224863	0.0162047723616261	0.0171964147359115	0.0222434543195827	0.026904890402179	0.0194947644532485	0.0200918202374686	0.0155393049989662	0.0104243395510663	0.0180639636594825	0.0123279233837055
ECM1	0.00188672538635109	0.00208436457144197	0.00132935090383284	0.0354164828034119	0.0271635479913495	0.545437743693023	0.0909946814110163	0.0176806065137613	0.00641522602473394	0.00216407111400096	0.00119126806950313
ADAMTSL4	0.00139528620555569	0.000959771781445507	0.00109718588137704	0.00604301938162074	0.00339491595645507	0.0355549877518846	0.0577165250515538	0.00447343628758117	0.0480883190795027	0.00177821236675204	0.00105228239189314
MCL1	0.748640239392172	0.866991799128691	0.954769221679458	0.630023874551106	0.474585487756107	0.581067769063673	0.763570252834074	0.892567601746491	1.08143086371799	1.00935622433732	0.666639952900037
ENSA	0.316437895466949	0.308455961932294	0.370285613405058	0.235025307703326	0.227465849842298	0.188579974442776	0.188865419195317	0.342014146913304	0.244681598000129	0.394137753690294	0.101295548173964
GOLPH3L	0.014289269435735	0.0129813824327163	0.0147765364975757	0.0407170545723555	0.048858828040841	0.0309021019214664	0.018043781949537	0.0273515135803703	0.0100202071847657	0.0169970362394312	0.0227779578605592
CTSS	0.264909890154968	0.102395080358138	0.117197803665383	0.154526151661264	0.14040053211356	0.0953121288992112	1.34897711147146	0.121050542235797	1.01897863462138	0.125537026380823	0.119848393701487
CTSK	0.00248050880987679	0.00361545310255529	0.00353332745130033	0.0253515182030653	0.00436055105655922	0.60049273302873	0.0450847386344829	0.00141266409081511	0.00636669572574078	0.00518703213747942	0.00118381769087979
ARNT	0.0213300444743504	0.0257156056363356	0.0265683384845396	0.0453991136657722	0.0236051127497519	0.062055765450512	0.0395589631971317	0.0294705097165929	0.0320355448118542	0.0322460763860089	0.00926621678597389
SETDB1	0.0314977993042553	0.0205273535199987	0.0223592576776898	0.0316416014565505	0.0232596246049562	0.0279720617345368	0.0277537419657728	0.0322381276275725	0.0249305880769548	0.0322460763860089	0.0100041331016082
CERS2	0.0478262620931399	0.0587342212356074	0.0748356303100633	0.133126835039278	0.0883625276904478	0.12791427968069	0.0658101263189587	0.0746945556793656	0.0557110214324336	0.066371443180613	0.0222336193040932
BNIPL	0	0	0	0	0	0	0	0	0	0	0
C1orf56	0.00759655823024767	0.00543086502623444	0.0068574117586065	0.0212488842260369	0.0107893521227578	0.0268890192649119	0.0066657914610284	0.0225449151823911	0.0130189897953464	0.0164199863219158	0.00925876640735055
CDC42SE1	0.247843272318812	0.226742863014835	0.264938872138923	0.108205574982477	0.0867095195424035	0.101982793358868	0.169780721418539	0.139638571969455	0.254116300696053	0.445915020039652	0.047102301832544
MLLT11	0.00620127202469197	0.00771440023770118	0.0131307576755101	0.017432820345706	0.00556105152333533	0.0993401340655844	0.0140508912993834	0.027822401610642	0.0189222861435686	0.0298908141017415	0.0047865662418047
GABPB2	0.0114986970246236	0.0141213459675158	0.0195416348631837	0.0144755980951256	0.0181183370055631	0.023022137969454	0.0170197628055712	0.0109681506161228	0.0117095320984581	0.018983286116757	0.00542604537621847
SEMA6C	0	0	0	0.00938596627358116	3.57642629668204e-05	8.33109592019165e-05	0	0	0	0	0
TNFAIP8L2	0.00418585861666708	0.00765825718756158	0.00556429982698356	0.000771449282760095	0.000915027326872029	0.00116635342882683	0.0903155800001936	0.0193064092411398	0.0278701036763176	0.00569027957360653	0.000876901993244285
SCNM1	0.0993910056001322	0.096105303569203	0.10257861183237	0.0868445180169815	0.0855861764502988	0.095793968722045	0.131447144685128	0.0888750705787451	0.1206717789038	0.115369900217781	0.019965278275632
LYSMD1	0	0	0	0.000257149760920032	7.15285259336407e-05	0.000166621918403833	0	0	0	0	0
VPS72	0.0474898547129618	0.0549375600721131	0.0599991764386099	0.0902941917026543	0.0783358550666752	0.0926578229548159	0.0566861754795249	0.0739655349288299	0.0355597855362185	0.0678814749998665	0.0178714604737418
PIP5K1A	0.0634875048285308	0.0468753989777175	0.0498528980838467	0.050889164632109	0.0782260305069801	0.0479638210991263	0.0305060181316417	0.0715133766822093	0.0542720605094591	0.0579365661687742	0.0121377136120456
PSMD4	0.114374091275681	0.136545110246452	0.148465921949725	0.227297974684843	0.204293158627418	0.233577278175575	0.196650073868933	0.161379437011176	0.173513718648277	0.17444158905562	0.0517960955433603
ZNF687	0.0144179574574088	0.00964570640352735	0.00928689478165566	0.0132432126873816	0.0151998117608987	0.0108304246962491	0.0111504306787385	0.00847598454489063	0.0128519254739174	0.0144035201706915	0.00495449626183021
PI4KB	0.0561718879549069	0.0642637998417279	0.0618947881621775	0.0590986225348281	0.0529424039985113	0.0693841233777827	0.0523346502172017	0.0491192869331975	0.0554872493334081	0.072981045211494	0.0227457169148709
RFX5	0.0757375809111163	0.0371296735518014	0.0394218534518662	0.0392808828005477	0.0278671372852398	0.023105448928656	0.0426975776067225	0.0408476184863591	0.041996484985402	0.0428717643790313	0.0147394038651273
SELENBP1	0.00506639273552757	0.00249634480908997	0.00353710355780138	0.0384174012274875	0.251338612152789	0.136803883161593	0.00327172836497751	0.0174194041671865	0.00273744941621247	0.00226808986928781	0.00881042560091014
PSMB4	0.150436197311224	0.18314805347002	0.166333601611365	0.252800742111905	0.145614245345576	0.211037863163778	0.169710086134871	0.154364946920223	0.199593028119737	0.154810391253403	0.0633985639374833
POGZ	0.123240063931006	0.0786429608960984	0.0855321613428386	0.143602514006319	0.0742280920783244	0.0891654335266621	0.0538245682050212	0.104361268239594	0.0655912211703139	0.0902038338344227	0.0372958395646516
CGN	0.00226113299842259	0.00297529252248107	0.00245240490151081	0.00257149760920032	0.123338517249636	0.00254806256308973	0.0025031579074719	0.00498433214246441	0.00402264196360421	0.00231167607677765	0.00602912978959337
TUFT1	0.0150000844279846	0.0190922421670299	0.0159587513459252	0.0161689196278534	0.109406404989764	0.00916420551221082	0.037113807441165	0.0176983089598004	0.0262643109233397	0.0142559152079148	0.0156056302607111
SNX27	0.0200254460585751	0.0237353727041055	0.0261343549361594	0.0565002495588288	0.031706067907562	0.0565980832577998	0.0895600131651266	0.0257034054744193	0.0669625399069293	0.0280521691871924	0.00833056893582071
CELF3	0	0	0	0	0.00236651859824636	0	0	0.000235444015135851	0	0	0
MRPL9	0.0783355883289418	0.077935207798254	0.0830165004968241	0.135678998201756	0.0644245649900047	0.0763318814337381	0.0465683187709405	0.069669832385734	0.0407626144620504	0.0978196412266858	0.0245946614793073
OAZ3	0.000620127202469197	0.00105574895959006	0.00105800067132786	0.0308386368636818	0.00318301940404701	0.00241601781685558	0.00352717705143767	0.00306077219676606	0.00128519254739174	0.00248949731345286	0.000701521594595428
TDRKH	0.000155031800617299	0.000191954356289101	0.00011755563014754	0.000385724641380047	0.000572228207469126	0	0.00113779904885086	0	0.000428397515797247	0.000177821236675204	0.000219225498311071
RORC	0.00232547700925949	0.0207238541954873	0.00663561759205967	0.00169332153272782	0.0274312479233712	0.00124966438802875	0.00102401914396578	0.00141266409081511	0.00336791311516005	0.00472737090884216	0.000876901993244285
THEM4	0.0309040158807296	0.097131472116181	0.0384725696971681	0.0286406830324749	0.0398246720566703	0.0337629877640567	0.0248705762426422	0.0330021699436307	0.0219803357653672	0.034957270654499	0.025281282316656
